DATA_DATE,IDSTATION,AIRTEMP_C_AVG,RH_PERCENT,WINDSP_MS_S,WINDSP_MS_U,BP_MBAR,SLR_W_AVG,PAR_DEN_AVG,SLR_TOT_AVG,SLR_DIF_AVG,RAIN_MM_TOT,RAIN_NEXT_HOUR
15-May-11,1,23.625,92.15,0.4,0.3095,1010.007,0.0,0.0,0.0,f
15-May-11,1,23.57,92.75,0.811,0.5115,1009.462,0.0,0.0,0.0,t
15-May-11,1,23.84,93.25,1.162,0.73,1009.122,0.0,0.0,14.299999999999999,t
15-May-11,1,24.205,93.4,0.3075,0.256,1008.713,0.0,0.0,0.1,f
15-May-11,1,23.64,93.75,0.4635,0.2135,1009.0535,0.0,0.0,0.0,f
15-May-11,1,23.285,93.75,0.229,0.153,1009.802,1.4725,14.295,0.0,f
15-May-11,1,23.89,93.4,0.978,0.8765,1010.4835,56.19,105.755,0.0,f
15-May-11,1,25.13,88.45,0.9075,0.8555,1011.5045,195.2,313.55,0.0,f
15-May-11,1,27.485,78.485,0.6075,0.1945,1012.082,412.4,651.35,0.0,f
15-May-11,1,28.46,72.04,0.7505,0.4965,1012.0005,415.65,674.45,0.0,f
15-May-11,1,29.805,64.78,1.348,1.181,1011.4975,615.75,975.5,0.0,f
15-May-11,1,30.605,59.22,1.9385,1.688,1010.953,571.15,883.0,0.0,t
15-May-11,1,28.13,81.06,3.5525,3.2485,1010.6565,184.09,264.8,0.6,t
15-May-11,1,24.825,87.35,1.757,1.6185,1009.9485,118.7,205.5,1.5,t
15-May-11,1,25.69,84.55,1.2735,1.016,1008.828,104.35,184.0,0.1,f
15-May-11,1,25.565,84.75,1.8465,1.4745,1009.037,43.64,76.03,0.0,f
15-May-11,1,25.31,84.05,1.5655,1.04,1008.9175,87.895,143.95,0.0,f
15-May-11,1,25.28,88.45,0.813,0.7375,1009.19,24.94,39.505,0.0,f
15-May-11,1,25.1,87.95,0.8975,0.597,1009.9385,2.5435,3.46,0.0,f
15-May-11,1,24.35,91.05,0.4155,0.274,1010.6875,0.0,0.359,0.0,f
15-May-11,1,24.08,92.35,0.5575,0.5055,1011.368,0.0,0.0,0.0,f
15-May-11,1,23.95,93.05,0.8365,0.7945,1011.777,0.0,0.0,0.0,f
15-May-11,1,23.89,92.7,1.0145,0.9865,1011.981,0.0,0.0,0.0,f
15-May-11,1,23.48,93.15,0.608,0.549,1011.6405,0.0,0.0,0.0,f
16-May-11,1,23.225,93.55,0.385,0.3645,1011.096,0.0,0.0,0.0,f
16-May-11,1,23.415,93.65,0.739,0.7325,1010.7555,0.0,0.0,0.0,f
16-May-11,1,23.57,93.5,0.4915,0.3735,1010.279,0.0,0.0,0.0,f
16-May-11,1,23.135,93.6,0.3605,0.278,1010.075,0.0,0.0,0.0,f
16-May-11,1,23.37,93.7,0.6755,0.5745,1010.279,0.0,0.0,0.0,f
16-May-11,1,23.265,93.8,0.427,0.1375,1010.7555,2.4665,6.28,0.0,f
16-May-11,1,23.46,93.5,0.332,0.2765,1011.436,71.34,108.1,0.0,f
16-May-11,1,24.87,87.8,1.1035,1.0685,1012.049,231.45,354.6,0.0,f
16-May-11,1,26.87,80.645,0.998,0.742,1012.286,420.2,638.6,0.0,f
16-May-11,1,28.615,72.005,1.1255,0.9505,1012.1165,609.65,965.5,0.0,f
16-May-11,1,30.085,59.775,1.6165,1.488,1011.361,563.95,891.5,0.0,f
16-May-11,1,31.765,52.09,1.427,1.042,1010.4765,636.15,986.0,0.0,f
